song_name,artist_name,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence,song_popularity
Kiss and Make Up,Dua Lipa,189173,0.0658,0.678,0.729,0,8,0.303,-4.188,1,0.137,99.895,4,0.643,55
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,212500,0.153,0.841,0.798,3.33E-06,1,0.0618,-4.206,0,0.229,95.948,4,0.591,98
1999,Charli XCX,189000,0.0227,0.739,0.742,1.39E-06,7,0.229,-4.586,1,0.0329,124.016,4,0.659,81
Girls Like You (feat. Cardi B),Maroon 5,235545,0.568,0.851,0.541,0,0,0.13,-6.825,1,0.0505,124.959,4,0.448,94
Woman Like Me (feat. Nicki Minaj),Little Mix,228206,0.173,0.757,0.849,0,5,0.0878,-3.424,0,0.0536,150.036,4,0.826,85
"Thunderclouds (with Sia, Diplo & Labrinth)",Sia,187026,0.0085,0.691,0.716,9.06E-06,7,0.263,-5.985,1,0.0351,112.035,4,0.507,93
Level Up,Ciara,204150,0.0142,0.746,0.825,0.0107,1,0.121,-4.666,1,0.169,152.914,4,0.584,81
Happier,Marshmello,214289,0.191,0.687,0.792,0,5,0.167,-2.749,1,0.0452,100.015,4,0.671,100
Delicate,Taylor Swift,232253,0.216,0.75,0.404,0.000357,9,0.0911,-10.178,0,0.0682,95.045,4,0.0499,84
Work,Rihanna,219320,0.0752,0.725,0.534,0,11,0.0919,-6.238,1,0.0946,91.974,4,0.558,70
11-Jul,Beyoncé,213506,0.0128,0.747,0.705,0,9,0.126,-5.137,0,0.126,136.024,4,0.56,75
All For You,Years & Years,219640,0.135,0.65,0.718,9.53E-05,1,0.106,-4.365,0,0.0384,114.034,4,0.686,76
I Like Me Better,Lauv,197436,0.535,0.752,0.505,2.55E-06,9,0.104,-7.621,1,0.253,91.97,4,0.419,77
As If It's Your Last,BLACKPINK,213264,0.0688,0.786,0.853,0,8,0.0759,-2.687,1,0.0816,125.034,4,0.45,78
Electricity (with Dua Lipa),Silk City,238173,0.0104,0.588,0.67,3.33E-06,0,0.338,-6.439,1,0.0473,118.159,4,0.505,94
2002,Anne-Marie,186986,0.0372,0.697,0.683,0,1,0.137,-2.881,0,0.117,96.133,4,0.603,85
Swish Swish,Katy Perry,242520,0.0184,0.839,0.705,1.77E-05,5,0.102,-5.194,0,0.0445,119.954,4,0.575,77
no tears left to cry,Ariana Grande,205920,0.04,0.699,0.713,3.11E-06,9,0.294,-5.507,0,0.0594,121.993,4,0.354,92
Sweet but Psycho,Ava Max,187436,0.0691,0.719,0.704,0,1,0.166,-4.724,1,0.0476,133.002,4,0.628,89
Better,Khalid,229412,0.0984,0.442,0.585,0.391,0,0.14,-10.332,0,0.0964,97.565,4,0.116,95
Want To,Dua Lipa,211817,0.0788,0.572,0.691,0.000132,8,0.0619,-4.783,0,0.123,92.082,4,0.318,86
BOOMBAYAH,BLACKPINK,240848,0.00264,0.658,0.836,1.02E-06,5,0.507,-3.282,0,0.0549,124.969,4,0.387,77
I Like It,Cardi B,253390,0.099,0.816,0.726,0,5,0.372,-3.998,0,0.129,136.048,4,0.65,95
Back To You,Selena Gomez,210240,0.0984,0.6,0.683,1.26E-06,6,0.11,-6.271,1,0.0493,102.036,4,0.494,83
Youngblood,5 Seconds of Summer,203417,0.0169,0.596,0.854,0,7,0.124,-5.114,0,0.463,120.274,4,0.152,90
lovely (with Khalid),Billie Eilish,200185,0.934,0.351,0.296,0,4,0.095,-10.109,0,0.0333,115.284,4,0.12,90
Promises (with Sam Smith),Calvin Harris,213309,0.0119,0.781,0.768,4.91E-06,11,0.325,-5.991,1,0.0394,123.07,4,0.486,98
Rise,Jonas Blue,194407,0.323,0.69,0.784,0,1,0.203,-4.653,1,0.032,106.066,4,0.669,94
IDGAF - Initial Talk Remix,Dua Lipa,207928,0.0137,0.671,0.897,2.79E-06,4,0.083,-7.04,0,0.0309,108.998,4,0.785,44
This Feeling,The Chainsmokers,199226,0.0558,0.575,0.571,0,1,0.0912,-7.906,1,0.0439,105.049,4,0.449,92
Creep On Me,GASHI,194777,0.347,0.449,0.597,1.03E-05,9,0.197,-4.401,0,0.14,134.598,5,0.505,84
Beautiful (feat. Camila Cabello),Bazzi,180000,0.346,0.638,0.717,0,2,0.105,-4.722,1,0.0337,100.027,4,0.249,94
Tints (feat. Kendrick Lamar),Anderson .Paak,269106,0.101,0.798,0.867,0,1,0.0634,-5.971,0,0.12,109.04,4,0.668,82
All I Am,Jess Glynne,218868,0.0445,0.74,0.669,0,0,0.184,-5.199,1,0.0373,122.007,4,0.536,87
Never Forget You,Zara Larsson,213427,0.00312,0.583,0.732,9.86E-06,11,0.269,-5.728,0,0.0457,145.992,4,0.276,22
Lost In Japan - Remix,Shawn Mendes,201253,0.0882,0.694,0.852,0,7,0.334,-5.34,0,0.257,107.178,4,0.377,85
Whatchamacallit (feat. Chris Brown),Ella Mai,179410,0.17,0.656,0.616,0,5,0.219,-4.668,1,0.0392,98.871,4,0.269,72
Eastside (with Halsey & Khalid),benny blanco,173799,0.555,0.56,0.68,0,6,0.116,-7.648,0,0.321,89.391,4,0.319,98
Raise Your Glass,P!nk,203333,0.00629,0.7,0.695,0,7,0.0319,-4.973,1,0.0897,122.028,4,0.633,75
New Rules - Initial Talk Remix,Dua Lipa,224549,0.0208,0.532,0.977,0,10,0.151,-2.761,0,0.0353,116.527,4,0.966,62
I Wanna Know (feat. Bea Miller),NOTD,197938,0.0253,0.661,0.725,0,6,0.123,-4.859,1,0.0563,119.927,4,0.605,82
She Don't (feat. Ty Dolla $Ign),Ella Mai,264097,0.268,0.65,0.478,0,7,0.177,-7.512,0,0.05,99.979,4,0.147,76
wRoNg,ZAYN,212746,0.395,0.614,0.475,1.06E-06,7,0.265,-8.642,0,0.0362,99.968,4,0.422,66
Missing U,Robyn,291200,0.0529,0.704,0.677,0.000114,5,0.169,-7.601,0,0.0449,119.928,4,0.0775,63
The Middle,Zedd,184732,0.171,0.753,0.657,0,7,0.112,-3.061,1,0.0449,107.01,4,0.437,90
My My My!,Troye Sivan,204726,0.00407,0.701,0.458,0.000151,1,0.045,-7.749,1,0.0836,102.967,4,0.482,76
Body,MNEK,237643,0.07,0.601,0.67,0,5,0.455,-5.889,1,0.0336,146.052,4,0.208,55
Stay (with Alessia Cara),Zedd,210090,0.253,0.69,0.622,0,5,0.116,-5.025,0,0.0622,102.04,4,0.544,84
Forever Young,BLACKPINK,237076,0.0426,0.6,0.96,0,4,0.0882,-1.807,1,0.095,109.863,4,0.503,79
Dimple,BTS,196776,0.142,0.612,0.844,0,5,0.287,-4.694,0,0.0756,134.868,4,0.653,73
Light On,Maggie Rogers,233880,0.201,0.657,0.569,1.38E-05,2,0.126,-6.287,1,0.0542,102.054,4,0.399,69
Dance To This (feat. Ariana Grande),Troye Sivan,231846,0.00632,0.736,0.756,0.00577,11,0.106,-7.099,1,0.047,117.016,4,0.712,81
Sucker Punch,Sigrid,194323,0.00153,0.638,0.642,4.07E-06,7,0.0826,-4.422,1,0.0639,165.984,4,0.676,64
Why Her Not Me,Grace Carter,230640,0.35,0.391,0.649,0.0001,3,0.238,-6.935,0,0.0395,173.249,4,0.201,70
Cowboy,ALMA,188218,0.339,0.641,0.841,0,4,0.248,-3.916,0,0.115,76.957,4,0.523,62
Don't Let Me Down,The Chainsmokers,208373,0.157,0.532,0.869,0.00508,11,0.136,-5.094,1,0.172,159.803,4,0.422,84
CRZY,Kehlani,191720,0.226,0.827,0.702,5.04E-05,6,0.158,-7.264,1,0.267,130.02,4,0.694,68
Tyler,Col3trane,145544,0.258,0.947,0.36,7.31E-06,0,0.107,-8.093,0,0.0957,103.048,4,0.618,51
Trust My Lonely,Alessia Cara,199706,0.00541,0.583,0.662,1.96E-06,0,0.284,-6.025,1,0.156,150.305,4,0.636,76
Amor Prohibido,Selena,164120,0.455,0.548,0.688,0,7,0.072,-6.053,1,0.0372,179.842,4,0.813,61
Como Te Extrano,Pete Astudillo,230896,0.212,0.625,0.44,0,6,0.215,-12.07,1,0.0535,179.886,4,0.733,50
Tonta,David Lee Garza,186706,0.0552,0.616,0.631,0.000729,10,0.0193,-8.717,1,0.0351,170.535,4,0.965,47
Un Millon de Rosas,La Mafia,209040,0.206,0.763,0.565,5.39E-06,10,0.0798,-8.096,1,0.0613,86.042,4,0.914,57
Desvelado,Bobby Pulido,222373,0.0663,0.671,0.671,0,6,0.213,-7.57,0,0.0467,173.887,4,0.888,61
La Llama,Los Palominos,208440,0.274,0.586,0.816,0.000361,7,0.145,-6.036,1,0.24,181.795,4,0.884,46
Ayer Y Hoy,Mazz,250426,0.518,0.541,0.369,0,11,0.177,-12.561,1,0.03,167.476,4,0.664,48
Y Te Lo Pido,David Olivarez,315266,0.0581,0.467,0.781,0,8,0.523,-9.668,1,0.0471,171.829,4,0.617,47
El Chico Del Apartamento 512,Selena,205840,0.509,0.748,0.845,7.32E-06,10,0.0852,-4.739,1,0.0326,102.07,4,0.911,51
¿Y Todo Para Qué?,Intocable,190533,0.336,0.694,0.637,5.40E-05,0,0.322,-7.786,1,0.0274,102.833,4,0.782,63
Estúpido Romántico,Mazz,274426,0.628,0.619,0.574,1.61E-05,10,0.0676,-9.604,1,0.0365,175.881,4,0.747,46
Ahora Qué Hago Sin Ti,Jimmy Gonzalez Y Grupo Mazz,231600,0.563,0.611,0.709,0,11,0.0752,-5.164,1,0.056,159.983,4,0.644,45
Obsesión,Roberto Pulido,209653,0.101,0.621,0.63,2.31E-06,7,0.568,-7.219,1,0.0373,174.819,4,0.906,46
Se Murio De Amor,Bobby Pulido,186280,0.392,0.527,0.696,0,0,0.0907,-3.386,1,0.0428,159.771,4,0.817,55
"Te Quiero, Te Amo",David Lee Garza,208093,0.18,0.74,0.65,1.68E-05,7,0.131,-12.008,1,0.0712,172.036,4,0.948,44
Le Pediré,Bobby Pulido,212733,0.13,0.719,0.455,1.15E-05,7,0.1,-13.214,1,0.0507,159.648,4,0.85,49
Borrachera,Little Joe,196306,0.0378,0.586,0.7,7.27E-05,5,0.548,-7.822,1,0.0272,109.712,4,0.876,41
Nuestra Canción,La Mafia,203253,0.109,0.778,0.458,6.63E-05,10,0.0752,-9.19,1,0.0325,82.256,4,0.88,51
Yo Te Voy A Amar,Jimmy Gonzalez Y Grupo Mazz,251903,0.214,0.555,0.808,0,10,0.177,-4.054,1,0.0608,181.186,4,0.84,42
Fotos Y Recuerdos,Selena,157306,0.651,0.515,0.522,0,3,0.0509,-12.098,1,0.0333,179.692,4,0.926,51
Amigo Mío,Mazz,252573,0.43,0.65,0.54,2.97E-06,2,0.305,-9.33,1,0.0754,155.101,4,0.678,44
Lágrimas,La Tropa F,223040,0.628,0.651,0.718,0.000988,0,0.386,-7.477,1,0.031,97.502,4,0.706,28
Quién Iba A Pensar,Jimmy Gonzalez Y Grupo Mazz,240826,0.229,0.542,0.636,0,0,0.0699,-6.274,1,0.0292,155.535,4,0.675,44
Me Duele Estar Solo,La Mafia,207666,0.202,0.707,0.474,4.85E-05,9,0.298,-10.025,1,0.0379,80.762,4,0.942,48
Eres Mi Todo,Ram Herrera,211626,0.375,0.549,0.656,0,7,0.226,-4.589,1,0.0295,104.813,5,0.77,0
Maldito Amor,Gary Hobbs,241560,0.473,0.716,0.575,0,7,0.205,-8.727,1,0.0284,100.936,4,0.903,40
Como La Flor,Selena,184066,0.137,0.593,0.484,0.000305,10,0.3,-9.971,1,0.0301,181.979,4,0.866,42
Eres Mi Droga,Intocable,207226,0.228,0.636,0.704,1.17E-06,7,0.068,-9.88,0,0.0849,188.184,4,0.964,56
Son Tus Miradas,Jay Pérez,173933,0.565,0.604,0.532,1.67E-06,10,0.197,-10.053,1,0.0268,106.861,4,0.834,39
Vuelvo,Mazz,255013,0.321,0.523,0.812,0,0,0.0553,-5.104,1,0.0316,103.656,4,0.634,38
Que Me Lleven Canciones,Mazz,236293,0.154,0.538,0.618,0,0,0.113,-11.734,1,0.0394,102.897,4,0.761,38
Si Una Vez,Selena,167000,0.516,0.658,0.525,0,2,0.0936,-10.368,0,0.0632,174.16,4,0.836,60
Amor Querido,Ram Herrera,240146,0.41,0.626,0.578,0,9,0.295,-6.172,1,0.0271,103.753,4,0.759,33
Me Vuelvo A Enamorar,David Lee Garza,211146,0.41,0.575,0.693,0,7,0.428,-5.978,1,0.0361,171.043,4,0.75,45
Enseñame,Bobby Pulido,189440,0.389,0.516,0.628,0,7,0.078,-3.528,1,0.0311,176.093,4,0.622,44
No Te Olvidaré,Mazz,229840,0.557,0.618,0.58,1.13E-06,4,0.106,-6.487,1,0.0234,106.417,4,0.476,40
La Ronera,Roberto Pulido,169760,0.242,0.546,0.889,0.000302,7,0.0683,-3.439,1,0.0857,187.563,4,0.918,37
Por Favor Corazon,Gary Hobbs,223946,0.163,0.62,0.649,0.00107,10,0.191,-7.02,0,0.0409,164.904,4,0.914,25
Qué Será?,Mazz,219600,0.216,0.739,0.562,0,7,0.0556,-10.835,1,0.0544,165.314,4,0.894,38
Te Aprovechas,Grupo Limite,186640,0.145,0.761,0.449,0,0,0.0775,-12.357,1,0.109,161.489,4,0.883,44
Ahora Dile,Ram Herrera,232533,0.229,0.727,0.346,0,9,0.449,-14.516,1,0.0379,81.487,4,0.797,43
Bidi Bidi Bom Bom,Selena,187560,0.102,0.569,0.721,3.38E-05,10,0.204,-5.889,1,0.0375,180.06,4,0.927,64
Perdoname,Jimmy Gonzalez Y Grupo Mazz,278546,0.627,0.496,0.652,0,7,0.362,-6.038,0,0.0241,101.137,4,0.419,38
Amor Querido,Ram Herrera,240293,0.425,0.625,0.56,0,9,0.285,-6.18,1,0.0273,103.708,4,0.768,37
Lo Que Yo Tengo,Jay Pérez,209826,0.00363,0.342,0.623,1.70E-05,2,0.223,-11.222,0,0.0326,207.865,4,0.815,40
Soy Como Soy,Mazz,228333,0.4,0.604,0.788,0,0,0.121,-3.855,1,0.0353,171.254,4,0.936,23
Quiero,Grupo Limite,193573,0.224,0.794,0.493,0.00018,6,0.0559,-10.037,1,0.0788,169.454,4,0.873,32
Con un Nudo en la Garganta,Joe Bravo,223506,0.0651,0.647,0.714,8.54E-06,7,0.338,-8.652,1,0.0371,159.54,4,0.84,32
Todavía,Elsa Garcia,218640,0.0874,0.688,0.63,2.69E-05,2,0.0334,-8.123,1,0.105,168.797,4,0.89,23
Traicionera,Mazz,225640,0.396,0.789,0.882,0,2,0.0313,-2.737,1,0.171,90.016,4,0.887,23
Lie,"quickly, quickly",247320,0.887,0.423,0.375,0.837,11,0.106,-12.984,0,0.0634,129.778,4,0.157,52
Yeah Right,Joji,174357,0.624,0.672,0.59,0.236,1,0.0991,-9.574,1,0.129,169.036,4,0.21,61
Home Soon,yuzu blur,144000,0.854,0.645,0.189,0.0105,11,0.108,-16.776,1,0.0606,67.479,4,0.121,50
Woozy,Toonorth,90201,0.222,0.803,0.277,0.74,0,0.12,-9.205,0,0.0489,74.562,4,0.388,48
unwanted,SPEECHLESS,131494,0.553,0.683,0.254,0.881,3,0.589,-15.175,1,0.0722,114.924,4,0.253,51
Disappear,demxntia,109741,0.959,0.493,0.36,2.06E-05,2,0.122,-11.396,0,0.0497,140.286,4,0.0341,51
Memories Fade,Kupla,147474,0.861,0.39,0.477,0.0945,9,0.501,-6.945,0,0.17,79.91,4,0.242,55
im closing my eyes (feat. shiloh),potsu,118302,0.534,0.895,0.109,0.549,0,0.106,-13.853,0,0.0996,134.067,4,0.546,26
Sick of This,Just Big Hills,233846,0.407,0.848,0.209,0.874,6,0.202,-22.79,1,0.082,116.953,4,0.623,49
No More,Verzache,190588,0.915,0.768,0.401,0.0399,1,0.11,-10.934,0,0.0845,102.049,4,0.421,61
I Have Love for Everyone Besides Myself.,Barnes Blvd.,161238,0.97,0.352,0.238,0.586,0,0.0664,-18.408,1,0.1,72.649,3,0.0376,58
Think About U (feat. Joji),Ryan Hemsworth,168974,0.849,0.472,0.357,0.115,0,0.255,-10.09,1,0.0328,121.89,4,0.0532,59
Memories Fade,Kupla,147474,0.861,0.39,0.477,0.0945,9,0.501,-6.945,0,0.17,79.91,4,0.242,50
The Burn Marks on My Epiano Wont Go Away,A L E X,96026,0.825,0.829,0.229,0.921,5,0.106,-16.385,1,0.0762,114.978,4,0.311,55
Distant Memories,biosphere,107865,0.858,0.693,0.267,0.412,0,0.0762,-12.481,1,0.0393,89.002,4,0.536,46
Bloom,W00ds,121672,0.585,0.643,0.535,0.899,0,0.135,-8.689,1,0.034,110.494,4,0.0552,47
Love Myself,VELVETEARS,92508,0.618,0.581,0.708,1.89E-06,7,0.265,-6.625,1,0.0546,155.914,4,0.358,48
Don't Give Up,Madson Project.,171428,0.825,0.539,0.29,0.324,1,0.15,-10.788,1,0.103,83.79,4,0.111,47
Choke,Sonn,180000,0.871,0.652,0.403,0.808,9,0.0742,-14.328,0,0.0802,140.012,4,0.089,59
Stella's Story,Dream Easy Collective,92612,0.797,0.612,0.0606,0.943,0,0.117,-15.235,1,0.0351,83.092,4,0.145,47
Why,Ohwell,74074,0.33,0.606,0.368,0.0352,4,0.118,-10.973,1,0.134,80.861,4,0.481,48
$orries,Peachy!,214857,0.761,0.526,0.236,0.00387,2,0.126,-13.59,0,0.0955,103.401,4,0.299,62
can't tell,loftii,169941,0.431,0.497,0.641,0.105,1,0.609,-4.398,1,0.0751,65.357,4,0.142,47
Keep On Going,SPEECHLESS,160403,0.892,0.714,0.351,0.346,7,0.0717,-10.145,1,0.0707,129.981,4,0.243,46
"But of All We Did Together, Was It Worth It?",Behind Clouds,154750,0.591,0.663,0.188,0.132,2,0.104,-25.349,1,0.142,139.928,4,0.16,45
Waiting for You,Verzache,230000,0.502,0.524,0.274,0.257,6,0.0924,-13.931,1,0.295,167.998,4,0.342,31
Anything Like Her (feat. Tiffi),City Girl,191707,0.843,0.701,0.388,0.00914,2,0.115,-12.12,1,0.285,81.955,4,0.142,58
harbor,shogonodo,132968,0.89,0.559,0.308,0.811,5,0.374,-17.964,1,0.0949,129.959,3,0.184,45
Timeless,Floreyyyy,148578,0.104,0.66,0.34,0.616,2,0.118,-11.021,1,0.367,83.28,4,0.037,49
Gone,jalowo,123076,0.521,0.486,0.577,0.913,10,0.222,-8.675,1,0.0524,78.125,4,0.369,52
"Now, I See",Barnes Blvd.,163533,0.904,0.679,0.178,0.135,5,0.068,-19.16,1,0.0894,104.238,4,0.0735,47
"Hold on, Pt. 2",Ok2222,84000,0.886,0.608,0.18,0.29,10,0.147,-18.239,1,0.0402,60.02,4,0.113,53
dreary,Gnavis,124974,0.895,0.734,0.295,0.947,8,0.378,-21.746,1,0.0512,120.88,4,0.407,42
memories of u,Drrreems,116428,0.538,0.344,0.408,0.172,6,0.737,-14.327,0,0.0661,82.862,4,0.239,42
Driftwood,Fujitsu,124000,0.683,0.656,0.228,0.479,11,0.132,-16.314,1,0.135,148.245,4,0.645,12
Louie's Lullaby,Harris Cole,171627,0.874,0.544,0.543,0.13,1,0.112,-12.962,1,0.0452,92.575,4,0.0444,56
Wretched,Shrimpnose,130169,0.951,0.533,0.398,0.932,4,0.111,-10.525,0,0.031,120.09,4,0.0668,44
No I'm Not,Imfinenow,117196,0.969,0.479,0.338,0.907,8,0.408,-16.802,1,0.0581,119.946,4,0.0387,46
emerald,Kupla,154074,0.368,0.776,0.171,0.87,3,0.111,-12.828,0,0.0897,81.137,4,0.0764,5
Frostthrone,Mishaal,228000,0.893,0.567,0.462,1.47E-05,10,0.088,-9.321,0,0.0307,119.975,4,0.503,46
Seymour,Drevm,113345,0.952,0.749,0.588,0.886,0,0.152,-6.558,1,0.0762,122.057,4,0.434,58
You'r in My Head,moow,97084,0.958,0.754,0.197,0.944,2,0.0966,-11.627,1,0.105,140.178,4,0.326,5
We Are Safe Here.,fantompower,131162,0.332,0.49,0.284,0.713,6,0.0951,-12.325,0,0.0775,84.001,4,0.142,47
same stars,fcj,116918,0.251,0.687,0.284,0.862,0,0.496,-19.504,1,0.0378,115.996,4,0.159,46
Distant,W00ds,144892,0.836,0.545,0.462,0.896,8,0.168,-9.24,1,0.149,149.648,4,0.129,47
talk it out,Rob Smyles,211200,0.969,0.333,0.258,0.756,2,0.117,-16.234,1,0.109,75.106,4,0.058,45
cold door handles,Idealism,146666,0.678,0.679,0.284,0.918,11,0.115,-12.317,0,0.0399,143.875,4,0.325,48
making her smile,Equity Slate,72583,0.979,0.689,0.416,0.835,6,0.127,-10.962,0,0.0938,99.894,3,0.159,46
mangos,mindbody&beats,120215,0.906,0.817,0.0944,0.665,5,0.108,-20.139,1,0.119,74.342,4,0.256,4
Blue (feat. Drwn.),Philanthrope,123041,0.406,0.69,0.245,0.916,1,0.115,-10.11,1,0.122,80.027,4,0.109,11
A Forest,The Cure,354290,0.365,0.579,0.622,0.652,0,0.0955,-11.285,1,0.0563,163.107,4,0.435,60
Situation - 2008 Remastered Version,Yazoo,144133,0.158,0.828,0.662,0.065,6,0.0547,-7.167,1,0.0502,118.76,4,0.334,50
Blue Monday '88,New Order,244720,6.47E-05,0.681,0.893,0.383,7,0.0626,-8.485,1,0.0378,130.475,4,0.951,65
Our Darkness,Anne Clark,324600,0.37,0.766,0.877,0.452,3,0.102,-11.651,1,0.0718,129.933,4,0.919,48
Everything Counts,Depeche Mode,238986,0.0818,0.647,0.741,6.43E-06,9,0.359,-8.268,0,0.0272,113.695,4,0.659,49
Rock the Casbah - Remastered,The Clash,222426,0.287,0.796,0.872,0,9,0.284,-6.722,0,0.0573,129.894,4,0.866,72
Cities In Dust - Single Version,Siouxsie and the Banshees,247173,0.089,0.547,0.897,0,10,0.361,-10.283,0,0.135,120.035,4,0.255,4
All Lined Up,Shriekback,225640,0.115,0.769,0.673,7.85E-05,0,0.458,-9.761,1,0.0703,131.254,4,0.878,38
Here Comes the Rain Again - Remastered Version,Eurythmics,294586,0.0141,0.648,0.755,0.000249,0,0.225,-7.901,1,0.03,126.341,4,0.607,42
How Soon Is Now? - 2011 Remastered Version,The Smiths,408173,0.000854,0.398,0.93,0.121,11,0.0874,-6.76,1,0.0615,190.818,4,0.725,68
Seven Into the Sea,In Tua Nua,230333,0.000527,0.504,0.801,0.041,11,0.59,-7.093,0,0.0574,130.303,4,0.602,28
Fade To Grey,Visage,239359,0.000387,0.604,0.423,0.0328,2,0.0857,-17.156,0,0.0374,112.344,4,0.472,20
Love Will Tear Us Apart,Joy Division,206866,5.24E-05,0.443,0.956,0.825,2,0.135,-6.198,1,0.0511,146.754,4,0.909,71
Under The Milky Way,The Church,298520,0.0402,0.551,0.878,0.12,9,0.111,-3.952,0,0.0285,135.988,4,0.514,5
Winning,The Sound,258079,2.73E-05,0.426,0.721,0.023,1,0.0867,-9.391,0,0.0309,151.13,4,0.248,43
Change,Tears For Fears,254000,0.124,0.623,0.801,0.25,9,0.256,-5.912,0,0.0299,125.27,4,0.814,13
Headhunter V1.0,Front 242,302640,0.00138,0.846,0.884,0.59,6,0.161,-8.752,1,0.0639,123.036,4,0.831,43
Theme For Great Cities,Simple Minds,351866,0.0579,0.536,0.808,0.894,8,0.117,-13.407,1,0.0439,122.408,4,0.678,47
Suedehead - 2011 Remastered Version,Morrissey,235520,0.00126,0.529,0.989,0.00148,2,0.0567,-4.5,1,0.042,142.29,4,0.669,61
Waiting Room,Fugazi,173266,0.00401,0.616,0.727,0.86,1,0.157,-8.176,0,0.0365,92.259,4,0.54,61
The Model - 2009 Remastered Version,Kraftwerk,220533,0.00122,0.708,0.683,0.643,4,0.121,-7.768,0,0.0344,123.602,4,0.463,60
Los Niños Del Parque,Liaisons Dangereuses,301213,0.349,0.901,0.981,0.145,3,0.111,-5.362,0,0.0936,114.585,3,0.628,42
People Are People,Depeche Mode,231960,0.0794,0.68,0.829,2.09E-06,9,0.327,-7.305,0,0.0625,119.975,4,0.814,55
Love Like Blood,Killing Joke,265466,0.0319,0.411,0.645,0.0121,7,0.488,-10.722,0,0.0431,124.458,4,0.433,51
Uncertain Smile,The The,411973,0.0322,0.593,0.931,0.588,11,0.0255,-5.232,0,0.0517,142.747,4,0.755,49
The Lebanon,The Human League,304906,0.000787,0.605,0.619,0.00316,4,0.0848,-13.034,0,0.0478,124.059,4,0.49,45
Being Boiled - Fast Version / 2003 Digital Remaster,The Human League,234040,0.338,0.864,0.755,0.0483,11,0.0595,-6.827,0,0.101,98.815,4,0.327,43
Seven Seas,Echo & the Bunnymen,199386,0.105,0.556,0.829,7.22E-05,0,0.29,-5.123,1,0.0373,134.382,4,0.793,32
Boys Don't Cry,The Cure,155973,0.00517,0.462,0.836,0,11,0.18,-5.766,0,0.0621,168.766,4,0.671,71
Nellie The Elephant,Toy Dolls,207826,0.246,0.506,0.496,1.16E-05,0,0.981,-12.838,1,0.433,76.154,4,0.343,3
Bela Lugosi's Dead,Bauhaus,577226,0.00352,0.453,0.721,0.833,11,0.698,-13.164,0,0.0533,149.557,4,0.601,55
Are 'Friends' Electric?,Gary Numan / Tubeway Army,325200,0.03,0.423,0.748,0.221,5,0.169,-9.832,1,0.0387,93.977,4,0.428,45
Town Called Malice,The Jam,173706,0.00306,0.552,0.903,0.007,6,0.0632,-9.17,0,0.0716,101.672,4,0.79,27
This Charming Man - 2008 Remastered Version,The Smiths,163053,0.00658,0.592,0.867,0,8,0.0818,-4.447,0,0.049,103.92,4,0.696,52
A Day,Clan of Xymox,400333,0.000644,0.486,0.888,0.349,10,0.114,-10.445,0,0.0489,147.796,4,0.22,43
Spellbound,Siouxsie and the Banshees,197533,0.00119,0.456,0.893,9.81E-05,7,0.121,-7.124,1,0.0412,148.501,4,0.282,3
Alice,Sisters of Mercy,214935,0.000509,0.501,0.67,0.869,11,0.0928,-7.683,0,0.0589,146.204,4,0.504,22
Rain,The Cult,236733,2.45E-05,0.561,0.782,0.872,0,0.34,-7.301,1,0.0309,122.571,4,0.52,3
Living In Another World - 1997 Remastered Version,Talk Talk,418173,0.00366,0.56,0.857,0.176,9,0.225,-8.453,0,0.0324,110.544,4,0.938,47
Quiet Life,Japan,288506,0.000741,0.666,0.747,0.0605,4,0.108,-12.01,0,0.0368,131.014,4,0.869,3
Slippery People - Live,Talking Heads,240960,0.216,0.637,0.851,0.0365,9,0.68,-8.127,0,0.0437,110.892,4,0.84,52
Song To The Siren,This Mortal Coil,215733,0.84,0.209,0.0978,4.61E-06,10,0.157,-20.091,1,0.0446,125.076,3,0.0869,42
Gigantic,Pixies,237706,0.00224,0.385,0.707,0.377,7,0.0755,-11.839,1,0.0412,115.144,4,0.774,56
Making Plans For Nigel,XTC,233800,0.017,0.637,0.689,3.72E-05,7,0.0738,-14.014,1,0.039,150.057,4,0.815,41
Just Like Honey,The Jesus and Mary Chain,182493,8.02E-05,0.341,0.552,0.616,8,0.0591,-10.503,1,0.0423,121.361,4,0.486,63
Eighties,Killing Joke,231133,0.000217,0.404,0.946,0.00168,2,0.411,-11.562,0,0.088,151.716,4,0.437,38
Human Fly,The Cramps,136426,0.0389,0.531,0.849,0.00763,9,0.186,-10.754,1,0.111,119.516,4,0.305,54
I Still Believe (Great Design),The Call,331240,0.00772,0.539,0.649,0.0129,1,0.0891,-12.521,1,0.0296,101.327,4,0.643,41
Wasteland,The Mission,340636,0.0934,0.602,0.691,0.00119,2,0.496,-12.281,1,0.0387,134.142,4,0.329,8
The High Road,The Feelies,264773,0.0506,0.547,0.842,0.839,7,0.0697,-7.049,1,0.0276,153.391,4,0.949,32
Rattlesnakes,Lloyd Cole and the Commotions,211000,0.0224,0.458,0.911,7.42E-05,9,0.117,-9.85,1,0.0694,151.777,4,0.614,43
Changeling,Simple Minds,253266,0.0686,0.521,0.818,0.0264,9,0.327,-11.535,1,0.0533,114.49,4,0.59,36
